strategy,run,iteration,value
multikuti,3,23,1.2590574979142617
multikuti,3,24,1.2581494807366216
multikuti,3,25,1.2599655150919016
multikuti,3,26,1.2590323545175302
multikuti,3,27,1.2581243373398903
multikuti,3,28,1.2590574979142617
multikuti,3,29,1.2590323545175302
multikuti,3,30,1.2572163201622502
multikuti,4,1,1.221828793631019
multikuti,4,2,1.225435718944848
multikuti,4,3,1.2245277017672078
multikuti,4,4,1.2236448279862993
multikuti,4,5,1.2263688795192194
multikuti,4,6,1.2263688795192194
multikuti,4,7,1.2263688795192194
multikuti,4,8,1.2431671973055605
multikuti,4,9,1.2599655150919016
multikuti,4,10,1.2599655150919016
multikuti,4,11,1.2599655150919016
multikuti,4,12,1.2581494807366216
multikuti,4,13,1.2599655150919016
multikuti,4,14,1.2599655150919016
multikuti,4,15,1.2590574979142617
multikuti,4,16,1.2599655150919016
multikuti,4,17,1.2599655150919016
multikuti,4,18,1.2570226758317389
multikuti,4,19,1.2599655150919016
multikuti,4,20,1.2563334463813416
multikuti,4,21,1.2599655150919016
multikuti,4,22,1.2599655150919016
multikuti,4,23,1.2590574979142617
multikuti,4,24,1.2599655150919016
multikuti,4,25,1.2599655150919016
multikuti,4,26,1.2590574979142617
multikuti,4,27,1.2599655150919016
multikuti,4,28,1.2590574979142617
multikuti,4,29,1.2590574979142617
multikuti,4,30,1.2590574979142617
multikuti,5,1,1.2508853433155012
multikuti,5,2,1.2599655150919016
multikuti,5,3,1.255801767283193
multikuti,5,4,1.2599655150919016
multikuti,5,5,1.2599655150919016
multikuti,5,6,1.2599655150919016
multikuti,5,7,1.2599655150919016
multikuti,5,8,1.2599655150919016
multikuti,5,9,1.2599655150919016
multikuti,5,10,1.2599655150919016
multikuti,5,11,1.2590574979142617
multikuti,5,12,1.2599655150919016
multikuti,5,13,1.2599655150919016
multikuti,5,14,1.2599655150919016
multikuti,5,15,1.2599655150919016
multikuti,5,16,1.2590323545175302
multikuti,5,17,1.2599655150919016
multikuti,5,18,1.2590574979142617
multikuti,5,19,1.2590323545175302
multikuti,5,20,1.2590574979142617
multikuti,5,21,1.2590574979142617
multikuti,5,22,1.2590323545175302
multikuti,5,23,1.2599655150919016
multikuti,5,24,1.2599655150919016
multikuti,5,25,1.2590574979142617
multikuti,5,26,1.2590323545175302
multikuti,5,27,1.2599655150919016
multikuti,5,28,1.2599655150919016
multikuti,5,29,1.2580991939431585
multikuti,5,30,1.2599655150919016
multikuti,6,1,1.253609394848421
multikuti,6,2,1.2599655150919016
multikuti,6,3,1.2590574979142617
multikuti,6,4,1.2599655150919016
multikuti,6,5,1.2599655150919016
multikuti,6,6,1.2590574979142617
multikuti,6,7,1.2585830361615602
multikuti,6,8,1.2590574979142617
multikuti,6,9,1.2599655150919016
multikuti,6,10,1.2599655150919016
multikuti,6,11,1.2590574979142617
multikuti,6,12,1.2590574979142617
multikuti,6,13,1.2599655150919016
multikuti,6,14,1.2599655150919016
multikuti,6,15,1.2599655150919016
multikuti,6,16,1.2599655150919016
multikuti,6,17,1.2599655150919016
multikuti,6,18,1.2599655150919016
multikuti,6,19,1.2599655150919016
multikuti,6,20,1.2599655150919016
multikuti,6,21,1.2599655150919016
multikuti,6,22,1.2581494807366216
multikuti,6,23,1.2599655150919016
multikuti,6,24,1.2590574979142617
multikuti,6,25,1.2599655150919016
multikuti,6,26,1.2590323545175302
multikuti,6,27,1.2581494807366216
multikuti,6,28,1.2599655150919016
multikuti,6,29,1.2590574979142617
multikuti,6,30,1.2581243373398903
multikuti,7,1,1.2581494807366216
multikuti,7,2,1.2599655150919016
multikuti,7,3,1.2599655150919016
multikuti,7,4,1.2590574979142617
multikuti,7,5,1.2599655150919016
multikuti,7,6,1.2599655150919016
multikuti,7,7,1.2599655150919016
multikuti,7,8,1.2590574979142617
multikuti,7,9,1.2590574979142617
multikuti,7,10,1.2599655150919016
multikuti,7,11,1.2590574979142617
multikuti,7,12,1.2581494807366216
multikuti,7,13,1.2581243373398903
multikuti,7,14,1.2599655150919016
multikuti,7,15,1.2417940272883885
multikuti,7,16,1.2590574979142617
multikuti,7,17,1.2599655150919016
multikuti,7,18,1.2570226758317389
multikuti,7,19,1.2590574979142617
multikuti,7,20,1.2590574979142617
multikuti,7,21,1.2599655150919016
multikuti,7,22,1.2542986242988188
multikuti,7,23,1.2599655150919016
multikuti,7,24,1.2590574979142617
multikuti,7,25,1.2590574979142617
multikuti,7,26,1.2590574979142617
multikuti,7,27,1.2599655150919016
multikuti,7,28,1.2599655150919016
multikuti,7,29,1.2599655150919016
multikuti,7,30,1.2599655150919016
multikuti,8,1,1.2554254292037013
multikuti,8,2,1.2581494807366216
multikuti,8,3,1.2590574979142617
multikuti,8,4,1.2590574979142617
multikuti,8,5,1.2599655150919016
multikuti,8,6,1.2581494807366216
multikuti,8,7,1.2590574979142617
multikuti,8,8,1.2581243373398903
multikuti,8,9,1.2599655150919016
multikuti,8,10,1.2590323545175302
multikuti,8,11,1.2599655150919016
multikuti,8,12,1.2599655150919016
multikuti,8,13,1.2590574979142617
multikuti,8,14,1.2599655150919016
multikuti,8,15,1.2581243373398903
multikuti,8,16,1.2581494807366216
multikuti,8,17,1.2590574979142617
multikuti,8,18,1.2599655150919016
multikuti,8,19,1.2599655150919016
multikuti,8,20,1.2561146586540992
multikuti,8,21,1.2599655150919016
multikuti,8,22,1.2590574979142617
multikuti,8,23,1.2599655150919016
multikuti,8,24,1.2585830361615602
multikuti,8,25,1.2599655150919016
multikuti,8,26,1.2599655150919016
multikuti,8,27,1.2599655150919016
multikuti,8,28,1.2570226758317389
multikuti,8,29,1.2599655150919016
multikuti,8,30,1.2599655150919016
multikuti,9,1,1.2572414635589815
multikuti,9,2,1.2599655150919016
multikuti,9,3,1.2599655150919016
multikuti,9,4,1.2427020444660286
multikuti,9,5,1.2572414635589815
multikuti,9,6,1.2590574979142617
multikuti,9,7,1.256114658654099
multikuti,9,8,1.2599655150919016
multikuti,9,9,1.2590574979142617
multikuti,9,10,1.2599655150919016
multikuti,9,11,1.2599655150919016
multikuti,9,12,1.2552066414764589
multikuti,9,13,1.2599655150919016
multikuti,9,14,1.2590574979142617
multikuti,9,15,1.2552066414764589
multikuti,9,16,1.2590574979142617
multikuti,9,17,1.2590323545175302
multikuti,9,18,1.2599655150919016
multikuti,9,19,1.2599655150919016
multikuti,9,20,1.2590574979142617
multikuti,9,21,1.2599655150919016
multikuti,9,22,1.2599655150919016
multikuti,9,23,1.2590574979142617
multikuti,9,24,1.2599655150919016
multikuti,9,25,1.2599655150919016
